greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
5.0,Tomato,Beefsteak,2023-05-11,2023-07-21,71.0,24.9,22.9,26.3,81.3,1139.0,30010.0,15.1,10.8,162.0,59.0,179.0,0.9,5.9,14.22
4.0,Lettuce,Leaf,2023-07-06,2023-08-18,43.0,18.5,16.8,21.3,75.6,823.0,32532.0,15.9,5.0,103.0,35.0,120.0,4.5,6.9,7.48
4.0,Cucumber,Slicing,2023-10-31,2023-12-31,61.0,27.9,25.9,29.9,89.8,783.0,17778.0,10.0,8.5,143.0,58.0,130.0,0.0,6.5,10.2
2.0,Pepper,Habanero,2023-09-13,2023-12-10,88.0,26.4,23.1,28.0,74.2,941.0,37220.0,12.4,7.7,,,,1.1,6.2,8.41
2.0,Lettuce,Butterhead,2023-08-11,2023-09-23,43.0,19.7,18.5,21.8,81.4,817.0,35745.0,14.5,6.8,138.0,31.0,121.0,0.0,6.9,6.87
5.0,Tomato,Roma,2023-01-29,2023-04-14,75.0,22.6,20.7,24.2,62.3,608.0,19495.0,10.0,6.5,193.0,89.0,206.0,2.1,6.6,13.64
2.0,Cucumber,Pickling,2023-06-23,2023-08-12,50.0,25.9,23.8,27.4,70.4,529.0,39031.0,16.0,8.9,129.0,94.0,124.0,3.7,7.2,12.06
1.0,Lettuce,Iceberg,2023-06-29,2023-08-06,38.0,19.9,18.3,21.4,83.9,933.0,36855.0,16.0,7.0,109.0,61.0,110.0,1.5,7.0,7.05
1.0,Pepper,Jalapeno,2023-09-16,2023-11-28,73.0,25.7,23.2,27.4,66.2,641.0,33706.0,12.2,10.3,142.0,63.0,182.0,1.9,5.9,9.13
5.0,Lettuce,Iceberg,2023-03-22,2023-04-29,38.0,,,,,,,12.1,7.0,145.0,51.0,100.0,1.2,7.2,11.09
4.0,Pepper,Jalapeno,2023-04-03,2023-06-19,77.0,25.7,23.5,28.3,68.2,823.0,21097.0,12.9,8.8,124.0,46.0,127.0,1.7,5.9,2.06
3.0,Tomato,Roma,2023-06-27,2023-09-06,71.0,25.4,22.6,28.0,89.7,866.0,45029.0,16.0,6.0,209.0,61.0,185.0,3.5,6.0,23.28
3.0,Cucumber,English,2023-02-18,2023-04-22,63.0,22.0,20.5,23.7,75.7,858.0,14320.0,10.0,6.4,193.0,83.0,166.0,1.5,6.5,10.7
2.0,Tomato,Heirloom,2023-08-13,2023-10-15,63.0,26.5,24.7,28.3,76.2,732.0,37223.0,14.4,5.1,,,,0.4,6.0,21.11
1.0,Pepper,Bell,2023-04-16,2023-07-20,95.0,29.6,27.2,32.4,60.4,999.0,33756.0,13.7,10.2,,,,0.2,7.1,5.34
5.0,Cucumber,Slicing,2023-09-14,2023-11-17,64.0,22.7,21.2,24.3,90.8,494.0,29666.0,12.4,5.1,200.0,82.0,198.0,1.3,,15.92
5.0,Cucumber,Slicing,2023-07-08,2023-09-16,70.0,22.6,19.7,25.2,86.8,790.0,34543.0,15.8,9.6,,,,0.7,6.4,9.04
2.0,Pepper,Bell,2023-11-04,2024-02-09,97.0,28.7,25.9,30.0,75.5,867.0,21339.0,10.0,7.8,159.0,87.0,127.0,0.5,6.2,9.61
2.0,Tomato,Cherry,2023-06-19,2023-09-17,90.0,26.4,24.7,29.5,76.9,661.0,35445.0,16.0,7.6,197.0,97.0,222.0,0.0,6.7,17.11
5.0,Lettuce,Butterhead,2023-08-12,2023-09-14,33.0,18.9,17.8,22.6,67.6,887.0,32903.0,14.5,3.7,96.0,34.0,94.0,1.8,7.0,9.21
2.0,Pepper,Bell,2023-03-07,2023-05-16,70.0,25.7,22.6,27.5,74.5,569.0,27409.0,11.0,9.5,123.0,47.0,162.0,1.1,7.3,7.15
4.0,Cucumber,Pickling,2023-08-22,2023-10-24,63.0,25.8,24.2,26.8,81.7,813.0,24759.0,13.9,5.2,108.0,77.0,190.0,1.8,6.3,12.8
1.0,Tomato,Heirloom,2023-06-02,2023-08-29,88.0,24.8,22.8,25.9,90.3,835.0,43585.0,15.8,6.4,228.0,86.0,218.0,0.7,7.0,23.96
4.0,Cucumber,Pickling,2023-01-28,2023-03-20,51.0,21.6,19.3,23.8,62.7,730.0,16323.0,10.0,3.5,132.0,91.0,166.0,0.3,6.6,9.5
2.0,Cucumber,Pickling,2023-01-27,2023-03-25,57.0,25.4,24.0,27.6,63.6,824.0,19465.0,10.0,6.0,123.0,88.0,176.0,2.9,6.8,9.19
4.0,Lettuce,Iceberg,2023-07-10,2023-08-27,48.0,18.9,17.9,21.6,74.2,866.0,33890.0,15.8,6.5,111.0,63.0,99.0,,7.5,8.33
4.0,Cucumber,English,2023-04-09,2023-06-15,67.0,26.8,25.6,28.0,81.3,811.0,30861.0,13.3,10.5,122.0,89.0,197.0,0.6,6.4,8.59
2.0,Lettuce,Butterhead,2023-07-18,2023-08-19,32.0,20.1,19.0,21.1,67.1,766.0,40726.0,15.6,5.2,148.0,32.0,90.0,3.4,6.9,5.4
5.0,Lettuce,Butterhead,2023-04-19,2023-06-02,44.0,16.9,14.8,18.5,67.7,1008.0,27583.0,13.9,6.0,90.0,55.0,131.0,3.5,6.6,5.61
5.0,Lettuce,Romaine,2023-01-09,2023-02-16,38.0,19.6,18.1,22.2,72.3,885.0,20892.0,10.0,5.1,125.0,65.0,134.0,2.5,6.4,5.34
1.0,Tomato,Beefsteak,2023-08-20,2023-11-09,81.0,24.9,23.6,26.3,84.6,759.0,35812.0,14.0,10.8,157.0,98.0,152.0,1.1,7.4,16.11
5.0,Tomato,Roma,2023-06-23,2023-09-19,88.0,24.2,23.0,25.3,61.6,958.0,45256.0,16.0,7.1,188.0,58.0,220.0,1.1,6.7,22.3
1.0,Cucumber,Pickling,2023-09-22,2023-11-16,55.0,24.5,21.8,26.7,87.2,776.0,22276.0,11.8,8.8,108.0,100.0,158.0,1.5,6.5,6.92
1.0,Pepper,Habanero,2023-05-11,2023-08-11,92.0,26.0,24.4,29.4,59.4,850.0,40212.0,15.1,6.5,135.0,74.0,133.0,4.2,6.1,9.97
2.0,Lettuce,Romaine,2023-05-23,2023-07-08,46.0,16.6,14.7,18.5,75.5,811.0,46479.0,15.5,2.2,101.0,35.0,144.0,0.3,6.0,9.91
1.0,Tomato,Cherry,2023-09-07,2023-11-13,67.0,22.6,21.1,24.2,63.7,756.0,32305.0,12.9,6.8,184.0,82.0,169.0,2.3,7.8,17.09
3.0,Tomato,Roma,2023-05-13,2023-07-29,77.0,25.7,24.3,27.1,66.9,694.0,42609.0,15.2,7.9,,,,2.6,6.3,15.41
4.0,Tomato,Heirloom,2023-10-07,2023-12-19,73.0,22.4,20.5,24.2,69.6,573.0,24768.0,10.8,7.3,215.0,87.0,156.0,1.7,6.0,16.01
5.0,Pepper,Bell,2023-05-01,2023-08-08,99.0,30.6,29.1,31.7,78.5,906.0,40621.0,14.6,5.3,149.0,44.0,195.0,1.6,6.1,8.25
5.0,Tomato,Beefsteak,2023-12-31,2024-03-01,61.0,23.8,22.1,27.0,68.1,892.0,14769.0,10.0,8.9,181.0,86.0,212.0,2.3,6.3,14.14
4.0,Cucumber,Pickling,2023-01-06,2023-03-16,69.0,24.9,23.5,26.2,82.3,917.0,16554.0,10.0,7.2,,,,1.6,6.5,11.02
5.0,Lettuce,Romaine,2023-01-11,2023-02-13,33.0,17.1,15.1,18.4,51.3,711.0,22415.0,10.0,4.0,,,,2.8,6.2,8.91
5.0,Tomato,Cherry,2023-09-29,2023-12-17,79.0,,,,,,,11.3,12.2,240.0,69.0,188.0,1.0,,16.38
3.0,Cucumber,Pickling,2023-01-28,2023-04-01,63.0,25.1,23.8,26.6,64.8,515.0,27430.0,10.0,5.8,133.0,49.0,151.0,,5.9,14.94
3.0,Tomato,Cherry,2023-09-30,2023-12-24,85.0,26.2,24.8,27.5,66.0,846.0,25392.0,11.3,7.6,229.0,70.0,161.0,0.3,6.8,14.75
3.0,Cucumber,Pickling,2023-07-09,2023-09-01,54.0,25.6,22.3,27.4,78.0,930.0,43113.0,15.8,3.8,133.0,100.0,153.0,1.2,6.8,16.96
2.0,Cucumber,English,2023-06-12,2023-08-21,70.0,24.1,22.6,26.0,93.1,479.0,41873.0,16.0,10.6,119.0,41.0,193.0,1.3,6.3,12.7
5.0,Lettuce,Romaine,2023-12-22,2024-01-21,29.0,21.5,19.2,23.4,81.9,756.0,24903.0,10.0,7.3,121.0,39.0,99.0,3.4,6.4,3.95
3.0,Tomato,Roma,2023-11-24,2024-01-24,61.0,27.9,26.7,29.5,60.6,714.0,22397.0,10.0,9.0,217.0,60.0,200.0,0.5,7.0,13.48
3.0,Lettuce,Romaine,2023-06-07,2023-07-12,35.0,,,,,,,15.9,7.2,117.0,67.0,96.0,0.0,6.5,8.34
2.0,Cucumber,Slicing,2023-01-21,2023-03-12,50.0,25.2,23.1,26.8,76.3,599.0,14224.0,10.0,7.3,165.0,51.0,195.0,3.5,6.9,6.63
4.0,Tomato,Beefsteak,2023-11-26,2024-02-04,70.0,23.4,21.5,25.0,81.5,787.0,20211.0,10.0,2.3,222.0,117.0,202.0,1.1,6.6,17.29
4.0,Cucumber,Slicing,2023-09-29,2023-11-19,51.0,25.0,23.5,26.5,91.7,1008.0,24995.0,11.3,6.7,177.0,49.0,188.0,2.3,6.3,14.52
4.0,Tomato,Beefsteak,2023-10-31,2024-01-14,76.0,27.4,24.8,27.3,88.3,915.0,21321.0,9.8,6.5,155.0,51.0,213.0,1.4,7.1,17.23
2.0,Tomato,Cherry,2023-11-20,2024-02-01,73.0,25.6,23.5,28.2,93.8,1004.0,19478.0,10.0,6.5,166.0,60.0,196.0,3.9,7.0,15.71
4.0,Tomato,Roma,2023-01-15,2023-04-03,78.0,24.8,22.1,26.0,87.4,843.0,25907.0,10.0,9.2,206.0,102.0,180.0,5.2,6.9,10.8
5.0,Tomato,Cherry,2023-12-22,2024-03-06,75.0,26.7,25.6,27.8,81.7,883.0,34658.0,10.0,7.5,191.0,59.0,177.0,2.9,5.4,11.32
2.0,Cucumber,Slicing,2023-03-22,2023-05-11,50.0,22.0,20.3,23.3,86.9,901.0,36453.0,12.1,6.2,112.0,73.0,194.0,2.4,5.4,13.65
5.0,Cucumber,Pickling,2023-12-27,2024-02-28,63.0,21.6,20.4,25.3,85.4,955.0,22526.0,10.0,4.4,197.0,63.0,194.0,0.3,5.6,13.69
2.0,Lettuce,Romaine,2023-09-03,2023-10-05,32.0,17.2,15.3,18.3,71.3,969.0,31321.0,13.1,3.2,128.0,56.0,144.0,1.2,5.9,5.88
2.0,Lettuce,Iceberg,2023-03-03,2023-04-20,48.0,16.8,13.3,20.2,61.8,854.0,23066.0,10.8,4.4,99.0,43.0,122.0,1.7,6.2,8.84
2.0,Tomato,Cherry,2023-11-14,2024-01-26,73.0,,,,,,,10.0,8.0,156.0,53.0,198.0,1.9,6.2,15.68
5.0,Tomato,Cherry,2023-09-27,2023-12-03,67.0,26.7,24.8,28.2,83.5,869.0,25326.0,11.5,6.4,182.0,110.0,193.0,0.6,7.0,16.69
5.0,Lettuce,Iceberg,2023-05-14,2023-06-21,38.0,15.8,13.8,17.8,73.7,790.0,41169.0,15.2,4.4,104.0,52.0,102.0,5.4,5.8,8.02
4.0,Tomato,Roma,2023-06-23,2023-08-26,64.0,25.7,22.4,29.0,67.2,968.0,41727.0,16.0,8.1,,,,0.0,6.3,16.1
5.0,Pepper,Habanero,2023-09-05,2023-11-15,71.0,22.4,20.8,24.3,78.1,883.0,28898.0,13.0,6.0,193.0,48.0,125.0,0.9,7.0,11.28
3.0,Tomato,Beefsteak,2023-01-30,2023-03-31,60.0,24.5,23.3,25.9,67.6,988.0,26913.0,10.0,8.4,220.0,69.0,236.0,2.0,6.8,17.38
2.0,Cucumber,English,2023-09-13,2023-11-03,51.0,24.9,22.4,26.3,64.5,981.0,33739.0,12.4,7.2,122.0,41.0,174.0,0.1,6.0,11.55
4.0,Tomato,Beefsteak,2023-05-01,2023-07-30,90.0,28.4,26.6,30.6,82.8,830.0,35942.0,14.6,6.8,196.0,66.0,239.0,1.4,7.0,20.66
1.0,Tomato,Cherry,2023-03-31,2023-06-17,78.0,26.8,25.1,28.7,66.6,806.0,32584.0,12.7,6.7,,,,0.6,,20.37
3.0,Tomato,Roma,2023-06-30,2023-09-19,81.0,23.9,20.6,26.6,85.0,788.0,32897.0,15.9,5.9,184.0,59.0,189.0,0.7,6.1,22.36
1.0,Lettuce,Iceberg,2023-10-09,2023-11-14,36.0,19.9,17.7,21.5,61.7,915.0,24678.0,10.7,6.1,,,,1.4,6.6,5.57
5.0,Cucumber,Slicing,2023-09-21,2023-11-28,68.0,23.8,21.5,25.9,79.7,1025.0,35954.0,11.9,7.6,188.0,92.0,180.0,1.3,6.4,10.11
4.0,Tomato,Roma,2023-02-05,2023-04-28,82.0,27.7,25.7,30.0,76.8,599.0,25360.0,10.0,11.1,,,,0.0,6.8,12.92
4.0,Tomato,Beefsteak,2023-07-15,2023-10-06,83.0,26.6,24.6,27.8,74.6,699.0,41447.0,15.6,7.2,215.0,87.0,175.0,1.3,6.5,19.88
4.0,Lettuce,Leaf,2023-02-05,2023-03-16,39.0,20.9,19.0,22.9,73.0,798.0,25545.0,10.0,6.7,142.0,56.0,139.0,5.2,6.0,7.31
2.0,Lettuce,Romaine,2023-09-06,2023-10-10,34.0,16.5,14.7,18.1,72.3,955.0,39090.0,12.9,6.4,120.0,65.0,147.0,0.1,7.1,10.96
4.0,Tomato,Heirloom,2023-03-30,2023-05-30,61.0,,,,,,,12.6,6.6,196.0,73.0,229.0,0.0,6.2,22.94
2.0,Tomato,Cherry,2023-09-09,2023-11-20,72.0,25.0,22.9,26.7,81.0,805.0,37323.0,12.7,6.1,237.0,106.0,216.0,2.1,6.2,23.93
4.0,Pepper,Bell,2023-02-10,2023-05-04,83.0,,,,,,,10.0,5.9,148.0,69.0,181.0,1.6,6.2,10.2
1.0,Cucumber,Pickling,2023-09-13,2023-11-20,68.0,,,,,,,12.4,7.9,125.0,93.0,147.0,0.0,5.9,9.64
1.0,Cucumber,Pickling,2023-09-10,2023-11-04,55.0,25.9,24.9,27.7,82.8,1082.0,34218.0,12.7,7.7,137.0,53.0,128.0,1.0,6.0,9.63
5.0,Cucumber,Slicing,2023-08-19,2023-10-11,53.0,24.7,22.4,26.0,67.7,736.0,34783.0,14.1,10.8,194.0,43.0,131.0,1.4,,7.38
4.0,Cucumber,Slicing,2023-07-21,2023-09-18,59.0,28.1,24.7,30.1,72.8,790.0,37476.0,15.5,10.9,156.0,92.0,175.0,0.3,7.0,11.32
4.0,Cucumber,Pickling,2023-04-13,2023-06-08,56.0,21.7,19.7,23.9,91.7,525.0,23830.0,13.5,6.6,109.0,41.0,188.0,0.9,6.6,8.34
4.0,Lettuce,Iceberg,2023-08-04,2023-09-19,46.0,17.6,16.6,18.8,69.7,670.0,41241.0,14.9,5.2,123.0,42.0,90.0,5.8,6.4,8.23
2.0,Tomato,Heirloom,2023-09-18,2023-12-06,79.0,25.4,21.7,27.7,64.6,815.0,36924.0,12.1,7.6,206.0,120.0,161.0,5.0,7.3,19.77
1.0,Cucumber,Pickling,2023-02-24,2023-04-26,61.0,24.8,23.1,26.0,81.3,875.0,28963.0,10.3,7.9,,,,1.7,6.0,8.5
1.0,Cucumber,Pickling,2023-07-02,2023-09-10,70.0,25.1,22.2,26.4,77.9,694.0,38697.0,15.9,8.7,137.0,50.0,134.0,0.5,6.4,9.53
4.0,Tomato,Beefsteak,2023-12-09,2024-03-06,88.0,26.4,23.9,27.5,63.0,586.0,19613.0,10.0,8.1,219.0,81.0,237.0,1.7,6.3,10.96
3.0,Pepper,Jalapeno,2023-10-10,2024-01-16,98.0,26.5,24.6,28.8,69.9,1008.0,33561.0,10.6,8.4,121.0,71.0,166.0,0.4,6.0,14.84
4.0,Tomato,Beefsteak,2023-08-15,2023-10-21,67.0,22.6,21.2,24.1,67.1,776.0,38954.0,14.3,7.0,178.0,109.0,151.0,1.3,6.7,20.08
5.0,Lettuce,Iceberg,2023-07-11,2023-08-12,32.0,20.1,18.8,21.1,68.1,1044.0,39105.0,15.7,5.8,81.0,56.0,130.0,2.3,7.3,8.46
1.0,Lettuce,Romaine,2023-10-20,2023-11-20,31.0,19.4,17.4,21.5,78.1,468.0,23646.0,10.0,8.1,,,,2.5,6.5,3.81
3.0,Lettuce,Butterhead,2023-10-27,2023-11-27,31.0,18.4,17.0,20.0,63.6,586.0,33803.0,10.0,4.3,,,,0.3,6.1,10.48
5.0,Lettuce,Romaine,2023-06-17,2023-07-31,44.0,15.6,13.6,17.2,60.5,869.0,44152.0,16.0,6.2,142.0,31.0,106.0,0.0,6.5,9.01
4.0,Cucumber,English,2023-04-11,2023-06-06,56.0,24.0,22.0,25.0,80.5,1141.0,32802.0,13.4,9.3,140.0,67.0,152.0,0.7,7.0,6.75
5.0,Tomato,Cherry,2023-02-06,2023-04-19,72.0,22.9,21.2,24.5,84.5,845.0,15726.0,10.0,8.6,249.0,105.0,238.0,0.4,,13.85
2.0,Cucumber,Slicing,2023-08-27,2023-11-03,68.0,21.7,20.3,23.3,72.2,747.0,27501.0,13.6,5.2,,,,0.8,5.5,15.36
4.0,Lettuce,Iceberg,2023-09-02,2023-10-09,37.0,16.2,14.7,17.9,61.6,750.0,28870.0,13.2,3.8,142.0,52.0,92.0,2.1,6.1,11.37
5.0,Lettuce,Leaf,2023-08-20,2023-09-30,41.0,15.5,13.1,17.1,63.3,1070.0,41760.0,14.0,4.4,113.0,47.0,101.0,2.8,6.3,9.42
1.0,Tomato,Cherry,2023-05-30,2023-08-27,89.0,24.4,22.3,25.6,62.9,899.0,41093.0,15.7,5.8,160.0,91.0,156.0,1.7,6.3,21.81
5.0,Cucumber,Slicing,2023-09-03,2023-11-04,62.0,22.0,19.7,25.1,71.3,831.0,29509.0,13.1,5.5,,,,2.0,5.6,13.32
2.0,Tomato,Beefsteak,2023-03-04,2023-05-04,61.0,25.2,22.9,26.9,70.1,687.0,26036.0,10.8,6.0,199.0,72.0,199.0,0.0,7.4,22.69
5.0,Pepper,Habanero,2023-10-20,2024-01-05,77.0,26.7,24.6,28.3,75.2,937.0,23477.0,10.0,10.3,188.0,62.0,125.0,0.8,6.8,6.59
2.0,Cucumber,Pickling,2023-03-20,2023-05-16,57.0,26.1,24.8,28.4,80.3,962.0,31384.0,11.9,6.4,155.0,45.0,167.0,1.2,7.1,10.74
2.0,Cucumber,Pickling,2023-02-13,2023-04-06,52.0,25.8,22.6,27.1,85.8,927.0,12000.0,10.0,7.7,176.0,90.0,124.0,2.1,5.4,9.38
5.0,Lettuce,Butterhead,2023-11-03,2023-12-07,34.0,18.8,16.9,20.2,68.5,679.0,24045.0,10.0,6.3,130.0,60.0,96.0,5.5,6.5,6.41
3.0,Pepper,Jalapeno,2023-02-18,2023-05-17,88.0,,,,,,,10.0,6.8,194.0,75.0,156.0,3.1,7.2,7.35
2.0,Cucumber,English,2023-07-27,2023-09-23,58.0,22.8,21.2,24.3,72.5,760.0,42945.0,15.2,10.1,136.0,90.0,180.0,0.0,5.9,10.47
2.0,Cucumber,English,2023-12-11,2024-01-30,50.0,28.2,26.7,29.8,84.7,656.0,22086.0,10.0,6.0,188.0,42.0,175.0,4.4,7.1,11.86
1.0,Lettuce,Iceberg,2023-05-16,2023-07-04,49.0,18.1,15.5,19.9,65.9,647.0,36595.0,15.3,6.1,118.0,39.0,148.0,0.2,6.2,7.15
3.0,Tomato,Cherry,2023-04-27,2023-07-09,73.0,22.9,21.2,24.7,81.5,1044.0,36115.0,14.4,10.8,150.0,97.0,171.0,0.2,7.0,11.09
3.0,Pepper,Jalapeno,2023-02-15,2023-05-10,84.0,,,,,,,10.0,12.0,135.0,53.0,164.0,0.5,7.0,6.33
2.0,Lettuce,Leaf,2023-06-11,2023-07-14,33.0,17.9,14.7,20.7,54.2,657.0,43025.0,15.9,6.3,84.0,32.0,135.0,4.3,5.8,11.43
4.0,Tomato,Cherry,2023-02-18,2023-05-19,90.0,27.0,25.9,29.0,71.6,895.0,17569.0,10.0,9.6,231.0,79.0,164.0,1.5,6.3,14.36
4.0,Pepper,Bell,2023-04-11,2023-07-17,97.0,27.1,24.9,29.1,58.6,969.0,33951.0,13.4,11.3,,,,0.0,6.3,6.46
2.0,Cucumber,Pickling,2023-03-07,2023-05-06,60.0,22.5,19.5,24.9,83.7,571.0,32341.0,11.0,4.8,177.0,72.0,150.0,2.7,6.0,15.13
4.0,Tomato,Cherry,2023-03-19,2023-06-12,85.0,24.0,22.8,25.0,78.7,960.0,31399.0,11.9,9.5,232.0,62.0,152.0,1.5,7.0,13.65
3.0,Tomato,Roma,2023-11-20,2024-01-24,65.0,22.5,20.7,23.7,85.8,853.0,20510.0,10.0,5.2,166.0,68.0,204.0,0.0,6.9,20.83
5.0,Cucumber,English,2023-12-28,2024-03-04,67.0,23.0,21.8,24.5,77.4,625.0,18484.0,10.0,6.6,198.0,78.0,157.0,1.5,6.8,13.15
2.0,Cucumber,Slicing,2023-11-27,2024-01-24,58.0,22.0,19.4,24.7,76.2,802.0,27203.0,10.0,5.2,115.0,99.0,185.0,2.7,6.0,13.59
3.0,Lettuce,Leaf,2023-08-31,2023-10-16,46.0,15.8,14.2,18.6,74.4,760.0,27888.0,13.3,5.1,113.0,32.0,88.0,1.2,5.8,8.3
4.0,Cucumber,English,2023-04-24,2023-06-20,57.0,28.1,26.5,29.3,81.5,602.0,38136.0,14.2,9.5,192.0,63.0,131.0,0.5,6.5,5.47
3.0,Cucumber,Slicing,2023-08-06,2023-09-28,53.0,22.2,19.8,23.6,69.4,807.0,36613.0,14.8,8.2,112.0,78.0,148.0,1.6,6.8,9.85
3.0,Lettuce,Leaf,2023-06-11,2023-07-12,31.0,16.3,14.3,17.4,59.0,984.0,35030.0,15.9,1.5,84.0,36.0,145.0,0.8,6.0,6.07
2.0,Tomato,Heirloom,2023-03-06,2023-05-22,78.0,25.2,22.4,27.7,72.2,966.0,33475.0,11.0,10.1,218.0,80.0,185.0,3.2,6.7,16.24
3.0,Lettuce,Butterhead,2023-05-24,2023-07-13,50.0,15.9,14.3,17.3,73.2,653.0,45375.0,15.6,3.3,145.0,41.0,82.0,2.5,6.7,8.72
5.0,Cucumber,English,2023-03-15,2023-05-23,69.0,29.1,26.5,31.2,79.2,677.0,26536.0,11.6,11.0,198.0,61.0,156.0,4.1,6.7,4.92
3.0,Tomato,Beefsteak,2023-12-20,2024-02-20,62.0,24.1,22.2,26.1,82.2,550.0,14079.0,10.0,6.1,216.0,102.0,204.0,3.4,6.5,16.53
5.0,Tomato,Heirloom,2023-08-14,2023-10-31,78.0,27.6,26.4,29.1,69.9,858.0,34600.0,14.4,10.4,207.0,77.0,185.0,2.5,7.2,12.04
5.0,Pepper,Jalapeno,2023-10-06,2024-01-01,87.0,24.8,23.5,26.4,63.1,1136.0,26803.0,10.9,8.0,139.0,69.0,196.0,2.2,6.7,9.42
4.0,Cucumber,English,2023-02-16,2023-04-12,55.0,23.0,21.6,25.5,82.0,679.0,25369.0,10.0,8.3,199.0,47.0,177.0,0.3,5.6,7.27
5.0,Tomato,Cherry,2023-09-12,2023-12-09,88.0,26.0,24.1,29.6,67.1,805.0,28896.0,12.5,8.7,,,,3.3,6.5,16.14
4.0,Tomato,Cherry,2023-03-21,2023-06-02,73.0,25.8,23.7,28.4,63.5,923.0,33937.0,12.0,6.4,189.0,101.0,200.0,,7.0,20.82
5.0,Lettuce,Iceberg,2023-05-17,2023-06-28,42.0,15.3,12.4,17.1,75.4,734.0,42130.0,15.3,5.8,92.0,53.0,144.0,5.4,5.7,11.37
4.0,Tomato,Roma,2023-11-23,2024-02-14,83.0,19.7,18.6,21.0,76.7,1023.0,18168.0,10.0,6.0,192.0,69.0,231.0,1.5,6.7,15.51
4.0,Lettuce,Romaine,2023-10-26,2023-12-11,46.0,17.2,15.6,19.1,73.9,798.0,12670.0,10.0,5.0,85.0,62.0,112.0,2.0,6.5,7.85
4.0,Tomato,Cherry,2023-09-20,2023-12-06,77.0,23.5,21.9,24.6,73.0,741.0,26617.0,12.0,7.3,156.0,90.0,213.0,2.7,7.6,13.87
2.0,Tomato,Heirloom,2023-04-18,2023-06-23,66.0,23.4,20.2,24.6,76.2,852.0,32771.0,13.9,6.0,212.0,107.0,191.0,1.1,6.9,19.21
2.0,Tomato,Beefsteak,2023-04-01,2023-06-23,83.0,22.7,21.0,24.0,71.0,770.0,36015.0,12.8,9.9,193.0,77.0,249.0,1.7,5.8,12.19
5.0,Pepper,Jalapeno,2023-01-11,2023-03-29,77.0,29.9,26.7,32.8,68.2,632.0,22310.0,10.0,7.0,194.0,60.0,189.0,0.0,6.3,9.53
5.0,Tomato,Roma,2023-09-03,2023-11-07,65.0,22.4,19.8,24.5,80.0,745.0,29165.0,13.1,7.7,200.0,112.0,210.0,0.7,6.3,15.93
3.0,Cucumber,English,2023-01-08,2023-03-18,69.0,23.5,22.2,24.8,89.8,703.0,17499.0,10.0,2.6,133.0,75.0,156.0,1.7,6.8,11.26
3.0,Cucumber,English,2023-07-11,2023-09-17,68.0,26.1,23.9,29.6,86.4,883.0,38880.0,15.7,7.4,,,,0.9,7.7,13.32
1.0,Tomato,Roma,2023-04-29,2023-07-15,77.0,27.4,24.7,28.8,84.0,803.0,31560.0,14.5,8.2,161.0,59.0,183.0,2.1,6.8,15.35
3.0,Tomato,Beefsteak,2023-01-29,2023-04-04,65.0,26.7,24.3,28.0,66.5,723.0,26622.0,10.0,7.0,234.0,111.0,198.0,1.4,6.7,20.97
1.0,Tomato,Beefsteak,2023-01-06,2023-04-01,85.0,22.7,20.8,25.0,68.5,650.0,17732.0,10.0,6.4,250.0,60.0,247.0,0.7,6.5,14.7
1.0,Lettuce,Leaf,2023-11-20,2023-12-21,31.0,16.5,15.3,17.9,72.5,764.0,26452.0,10.0,3.7,107.0,49.0,88.0,1.8,7.3,10.0
4.0,Pepper,Bell,2023-04-10,2023-07-10,91.0,27.3,24.9,30.3,69.9,548.0,30393.0,13.4,8.0,178.0,71.0,192.0,0.7,6.3,9.01
1.0,Pepper,Jalapeno,2023-04-06,2023-07-08,93.0,30.8,29.2,32.5,79.9,747.0,27845.0,13.1,9.9,125.0,62.0,189.0,1.5,6.5,7.18
2.0,Cucumber,Slicing,2023-07-25,2023-09-29,66.0,25.4,22.3,27.2,85.9,747.0,39318.0,15.3,5.5,110.0,90.0,185.0,0.0,6.9,18.17
2.0,Tomato,Beefsteak,2023-10-29,2024-01-23,86.0,27.2,25.5,29.6,69.4,669.0,25242.0,10.0,6.1,164.0,58.0,181.0,5.7,6.7,15.68
1.0,Pepper,Habanero,2023-03-01,2023-05-30,90.0,26.4,24.3,27.5,69.8,684.0,29648.0,10.6,9.8,145.0,48.0,194.0,1.7,6.4,6.98
5.0,Lettuce,Butterhead,2023-10-23,2023-12-05,43.0,19.4,18.0,21.4,81.1,886.0,18485.0,10.0,5.2,90.0,64.0,108.0,4.2,6.9,6.5
4.0,Tomato,Cherry,2023-09-25,2023-11-24,60.0,27.9,26.8,29.5,87.1,848.0,35053.0,11.6,11.9,178.0,118.0,176.0,0.6,5.5,12.99
1.0,Cucumber,Slicing,2023-01-24,2023-03-20,55.0,,,,,,,10.0,10.0,191.0,72.0,190.0,2.3,6.5,9.94
4.0,Cucumber,Slicing,2023-01-02,2023-03-07,64.0,,,,,,,10.0,6.5,168.0,65.0,190.0,0.0,,11.22
